ID,SN,lng,lat
NSSFHN00698,J127SJ,113.9312897,22.53478622
NSSFHN00699,0GY11R,113.9313736,22.53567123
NSSFHN00700,0ST3Q4,113.9735718,22.53222656
NSSFHN00701,W9JP76,113.9760666,22.52884102
NSSFHN00702,A57J0Q,113.977005,22.52889633
NSSFHN00703,XPF459,113.9786453,22.52894592
NSSFHN00704,E1P7T8,113.9878922,22.52918243
NSSFHN00705,U1J9V3,113.9883957,22.52921677
NSSFHN00706,RV82H9,113.9844894,22.52912903
NSSFHN00707,512PBH,113.985672,22.52916145
NSSFHN00708,Z679SP,113.9308395,22.53389931
NSSFHN00709,665XEX,113.9860992,22.52916145
NSSFHN00710,ZP2E56,113.9310608,22.5334549
NSSFHN00711,584FMJ,113.9865036,22.5291748
NSSFHN00712,N7DU99,113.980896,22.53212929
NSSFHN00713,3Q96DJ,113.9773941,22.53219414
NSSFHN00714,N945VT,113.9737549,22.53165627
NSSFHN00715,GQ668Z,113.9737549,22.5333786
NSSFHN00716,899FGL,113.9737549,22.53421021
NSSFHN00717,QLD621,113.9737625,22.53264618
NSSFHN00718,GK66R9,113.9308853,22.53279686
NSSFHN00719,XJ2Q06,113.9645081,22.57895279
NSSFHN00720,6WP5B2,113.9368744,22.53530312
NSSFHN00721,CWX411,113.9640808,22.5797863
NSSFHN00722,XSN937,113.9306183,22.53149605
NSSFHN00724,GWK769,113.9627991,22.58220291
NSSFHN00726,NW2R85,113.9777679,22.58807564
NSSFHN00728,SR236F,113.9669418,22.57472229
NSSFHN00729,L210PY,113.9366531,22.53492165
NSSFHN00730,H3N95F,113.9358673,22.5314579
NSSFHN00731,Q6F73F,113.9332275,22.51930046
NSSFHN00732,S182XH,113.935524,22.5271244
NSSFHN00733,714ZJR,113.9703369,22.56982422
NSSFHN00734,D4JU31,113.9702606,22.5706234
NSSFHN00735,QWN244,114.0031128,22.53431129
NSSFHN00736,0DQJ62,114.0014038,22.53401375
NSSFHN00737,PJ87B6,113.9997101,22.53339195
NSSFHN00738,JG46N9,114.0016174,22.5337677
NSSFHN00739,74R9UF,113.9944839,22.53269386
NSSFHN00740,09H2KK,113.9859695,22.53264427
NSSFHN00741,XW038K,113.9823532,22.53361893
NSSFHN00742,268PEC,113.9700394,22.57011795
NSSFHN00743,RLG662,113.9703979,22.56932259
NSSFHN00744,7DLB87,113.9756393,22.53614044
NSSFHN00745,09M4EV,113.9739456,22.53665352
NSSFHN00746,V265FG,113.9736557,22.53761482
NSSFHN00747,PPK474,113.9735718,22.53846931
NSSFHN00748,XBZ348,113.972229,22.55205345
NSSFHN00749,M999EZ,113.9276047,22.57059288
NSSFHN00750,4H38HP,113.9275055,22.5683918
NSSFHN00751,269PEE,113.9275589,22.56697273
NSSFHN00752,PUP417,113.9287872,22.56525612
NSSFHN00753,1D64PQ,113.9300537,22.56464767
NSSFHN00754,XW407R,113.9307404,22.56427956
NSSFHN00755,0Z6H1P,113.9304199,22.56230927
NSSFHN00756,331KGX,113.9300308,22.55757523
NSSFHN00757,MK9A81,113.9306564,22.56472015
NSSFHN00758,MH961A,113.9295578,22.56521606
NSSFHN00759,7J35QJ,113.9290237,22.56547928
NSSFHN00760,MN484P,113.9284363,22.56577492
NSSFHN00761,1W45ET,113.9278488,22.56676483
NSSFHN00762,27HU3K,113.9274902,22.56998253
NSSFHN00763,016ZJP,113.9283524,22.57094002
NSSFHN00764,5NF9P5,113.9297562,22.57176971
NSSFHN00765,1AU89J,113.9305344,22.57210159
NSSFHN00766,190CMA,113.9313278,22.5725708
NSSFHN00767,629QNY,113.9304733,22.57261276
NSSFHN00768,L552HT,113.9292755,22.57187843
NSSFHN00769,324ZJS,113.9150238,22.51975441
NSSFHN00770,8XP7G0,113.9432449,22.58478355
NSSFHN00771,9BX1U0,113.9402695,22.58308983
NSSFHN00772,2Q3A2Z,113.9861832,22.52587318
NSSFHN00773,WB7Y78,113.9855347,22.52586174
NSSFHN00774,184AKA,113.9837036,22.52581596
NSSFHN00775,G777UQ,113.9826355,22.52577782
NSSFHN00776,936MEB,113.9161148,22.52012444
NSSFHN00777,4EA6Z0,113.9816742,22.52575493
NSSFHN00778,713VMJ,113.9803772,22.52572823
NSSFHN00779,DYY261,113.9161301,22.51957321
NSSFHN00780,6QD1S2,113.9789047,22.52568054
NSSFHN00781,27S7HW,113.9775925,22.5256443
NSSFHN00782,06M5TV,113.9170837,22.52033806
NSSFHN00783,L2T13Z,113.976181,22.52559853
NSSFHN00784,F9CY22,113.9742279,22.52539253
NSSFHN00785,5Q3EJ3,113.9178009,22.52218246
NSSFHN00786,9ZE2W6,113.9733124,22.52526665
NSSFHN00787,3JSB97,113.9717865,22.5370903
NSSFHN00788,090CNT,113.9183731,22.5221386
NSSFHN00789,FD87B8,113.9668427,22.53792953
NSSFHN00790,D270SV,113.9677124,22.53783989
NSSFHN00791,94SB8P,113.9691315,22.53767967
NSSFHN00792,5SQ3Z2,113.9700317,22.53756714
NSSFHN00793,1U64MH,113.9181595,22.52254677
NSSFHN00794,X55A7G,113.9351273,22.52816772
NSSFHN00795,8TK9Y5,113.9714279,22.53720284
NSSFHN00796,1WZP49,113.9732666,22.53663635
NSSFHN00797,5P0B3Q,113.9365845,22.52784538
NSSFHN00798,8QD06V,113.9758377,22.53578758
NSSFHN00799,Z7J3A2,113.9377747,22.52755547
NSSFHN00800,P8P88Z,113.9762878,22.5356369
NSSFHN00801,96M5GD,113.9431,22.52694893
NSSFHN00802,JA68U8,113.9768753,22.5353756
NSSFHN00803,RQ473X,113.9430313,22.52687454
NSSFHN00804,22PQ9S,113.9775467,22.53519249
NSSFHN00805,J987JW,113.9448471,22.52689362
NSSFHN00806,0J4PS4,113.9786301,22.5348587
NSSFHN00807,A1Z4S9,113.9466248,22.52449226
NSSFHN00808,7JNP45,113.9815598,22.53388596
NSSFHN00809,P640QG,113.9829407,22.5334053
NSSFHN00810,838AWZ,113.9855042,22.53253937
NSSFHN00811,86JN9N,113.9878464,22.53173065
NSSFHN00812,CD3L40,113.9186935,22.52307701
NSSFHN00813,37JJM0,113.9752426,22.53390884
NSSFHN00814,390MJJ,113.9522476,22.5240593
NSSFHN00815,CS3K15,113.9763641,22.53390884
NSSFHN00816,4R53NV,113.9192352,22.52260017
NSSFHN00817,3VC33Q,113.9737473,22.53444481
NSSFHN00818,3PYQ97,113.9519043,22.52263832
NSSFHN00819,B6WX04,113.9737473,22.53560257
NSSFHN00820,979QMT,113.918869,22.52206993
NSSFHN00821,H833EV,113.9522476,22.52389145
NSSFHN00822,74VP9N,113.9513016,22.52051544
NSSFHN00823,S4R66S,113.9886398,22.53144455
NSSFHN00824,5E4FQ4,113.9896545,22.53144836
NSSFHN00825,40J1DL,113.9511414,22.51990891
NSSFHN00826,7LXS80,113.9177628,22.52065277
NSSFHN00827,8UN82K,113.9900894,22.53154564
NSSFHN00828,714PUP,113.9910355,22.53173828
NSSFHN00829,0P08GB,113.9173203,22.52070618
NSSFHN00830,D2K7J5,114.0005875,22.53386307
NSSFHN00831,CF1G36,113.9176559,22.52027512
NSSFHN00832,UQ96X3,113.9509125,22.51918221
NSSFHN00833,X01Y9X,114.0039139,22.53414917
NSSFHN00834,XP8M86,114.0043945,22.53072166
NSSFHN00835,HL7X17,113.9505157,22.51747513
NSSFHN00836,89JZD7,113.9169235,22.5211277
NSSFHN00837,0L1C5S,114.0027466,22.52972221
NSSFHN00838,DZ5W81,113.9502716,22.51651764
NSSFHN00839,UP358F,114.0002441,22.52852058
NSSFHN00840,45HAK7,113.9500656,22.51497459
NSSFHN00841,8A69DV,113.9989777,22.52804565
NSSFHN00842,D6F0G6,113.9184647,22.52118492
NSSFHN00843,958ZWE,113.9500961,22.51384354
NSSFHN00844,P9SG17,113.9957123,22.52714539
NSSFHN00845,7CEP45,113.9501495,22.51162338
NSSFHN00846,17G3XY,113.9504242,22.51131248
NSSFHN00847,69JF1U,113.917512,22.519968
NSSFHN00848,KM409Z,113.919451,22.520976
NSSFHN00849,5F24MX,113.9206924,22.52218056
NSSFHN00850,431BPL,113.9504013,22.51157379
NSSFHN00851,1PSG79,113.9210968,22.52326584
NSSFHN00852,J401MD,113.950386,22.51289749
NSSFHN00853,57XGS2,114.0026474,22.54633713
NSSFHN00854,0XC1N5,113.9069824,22.5226326
NSSFHN00855,74CBJ3,113.950386,22.51366806
NSSFHN00856,5WB72A,113.9197006,22.51999474
NSSFHN00857,J5C8Z3,114.0028229,22.54559517
NSSFHN00858,9W90PA,114.0029449,22.54476738
NSSFHN00859,571PAZ,113.9503555,22.51476669
NSSFHN00860,4DDS51,113.9172287,22.51930428
NSSFHN00861,SJR180,114.0030899,22.54390144
NSSFHN00862,JMW166,113.950676,22.51699448
NSSFHN00863,005SAM,114.0033493,22.54232216
NSSFHN00864,31Z3AQ,113.9507675,22.51737785
NSSFHN00865,6UA24N,114.0034409,22.5416851
NSSFHN00866,LGL146,113.9189606,22.52103233
NSSFHN00867,J921FA,114.0035706,22.54072952
NSSFHN00868,B60B7G,113.9511871,22.51904869
NSSFHN00869,15J8VH,113.9202576,22.52064133
NSSFHN00870,NW8B77,114.0037155,22.539505
NSSFHN00871,6MED58,114.004364,22.53567886
NSSFHN00872,FYS516,113.9525986,22.52446365
NSSFHN00873,U841TJ,114.0044708,22.53471375
NSSFHN00874,0L84BT,113.9215622,22.52172089
NSSFHN00875,P238SM,113.995018,22.52701378
NSSFHN00876,4DDA62,113.9501495,22.51121902
NSSFHN00877,W41PP4,113.9933319,22.52677155
NSSFHN00878,56Z5NB,113.9876328,22.52653503
NSSFHN00879,N4XJ81,113.9501724,22.50994682
NSSFHN00880,62YF9T,113.979454,22.52632713
NSSFHN00881,R0E6L2,113.9501572,22.50915909
NSSFHN00882,RC83R7,113.9501648,22.50359344
NSSFHN00883,0HE6H0,113.928421,22.52973366
NSSFHN00884,X7SG41,113.9502945,22.50486946
NSSFHN00885,KK773X,113.999176,22.53080559
NSSFHN00886,582LUJ,113.9995193,22.52866173
NSSFHN00887,Q4Y6T5,113.9503632,22.50025749
NSSFHN00888,1XU1J2,113.9910355,22.52661514
NSSFHN00889,9H8JA2,113.9504166,22.4980545
NSSFHN00890,1FH23J,113.9866028,22.52651024
NSSFHN00891,9X72ZU,113.9504242,22.49729538
NSSFHN00892,89WRD8,113.9927979,22.61168671
NSSFHN00893,S9UX70,113.9504623,22.49600983
NSSFHN00894,1Y8LA7,113.9844437,22.52645874
NSSFHN00895,566XXL,113.9498978,22.4947052
NSSFHN00896,148CWF,113.9836197,22.52643394
NSSFHN00897,18TTN4,113.9818954,22.5263958
NSSFHN00898,7HZJ31,113.9491119,22.49411201
NSSFHN00899,S72KP1,113.9797287,22.52633286
NSSFHN00900,551WSE,113.9487152,22.49508095
NSSFHN00901,J8P75S,113.9784927,22.52630234
NSSFHN00902,39A2BU,113.9778671,22.52627945
NSSFHN00903,66PT7S,113.94841,22.49601364
NSSFHN00904,QL02Q8,113.9741669,22.52621269
NSSFHN00905,YDG057,113.9482346,22.49682045
NSSFHN00906,1MP6Z2,113.9623413,22.52701378
NSSFHN00907,PYM529,113.9480972,22.49757385
NSSFHN00908,6PD66P,113.9479065,22.49838448
NSSFHN00909,611LNL,113.9475632,22.53323746
NSSFHN00910,784ARB,113.9477005,22.49962997
NSSFHN00911,687EZV,113.950119,22.53493118
NSSFHN00913,442QUM,113.950676,22.5350647
NSSFHN00914,Q4C7D2,113.9405518,22.56022263
NSSFHN00915,3A7X4Q,113.947525,22.50066948
NSSFHN00916,M6QR50,113.9472046,22.50320244
NSSFHN00917,X38BP9,113.8954086,22.48613548
NSSFHN00918,HU81P0,113.9703903,22.53794289
NSSFHN00919,18LY8S,113.9471436,22.50517654
NSSFHN00920,3A0PA3,113.9472427,22.5065918
NSSFHN00921,H3L2R3,113.9701157,22.53134537
NSSFHN00922,ZZL955,113.9699402,22.5292244
NSSFHN00923,1CP31V,113.9473877,22.50753212
NSSFHN00924,P1Y34E,113.9698334,22.52703667
NSSFHN00925,UR441L,113.9477234,22.50914192
NSSFHN00926,S2U4R9,113.9478378,22.50954056
NSSFHN00927,9LD1K3,113.9455795,22.53010178
NSSFHN00928,Y4WY57,113.9484634,22.51219368
NSSFHN00929,152PAA,113.9462204,22.53181458
NSSFHN00930,3GN7W0,113.9470062,22.53281593
NSSFHN00931,5ZJR54,113.9518738,22.53503799
NSSFHN00932,JPK036,113.9484863,22.51483345
NSSFHN00933,W203JG,113.945076,22.53060532
NSSFHN00934,N20R5X,113.9490967,22.53081131
NSSFHN00935,363JGV,113.948494,22.51653671
NSSFHN00936,YX1K47,113.94958,22.531424
NSSFHN00937,QAG492,113.9502716,22.53230286
NSSFHN00938,899HWW,113.9484787,22.51691246
NSSFHN00939,N0J7D0,113.9499054,22.53331184
NSSFHN00940,0JJG38,113.9501648,22.53300667
NSSFHN00941,N775ZU,113.9507904,22.53349876
NSSFHN00943,PDU303,113.9499969,22.53487396
NSSFHN00944,JQJ317,113.9499969,22.53705788
NSSFHN00946,ZAV908,113.929155,22.529522
NSSFHN00947,10P0YJ,113.928978,22.5291729
NSSFHN00948,QTL715,113.928905,22.52888
NSSFHN00949,08X3DW,113.928104,22.528619
NSSFHN00950,984SEB,113.9273911,22.52883339
NSSFHN00951,F9P2D7,113.927036,22.529108
NSSFHN00952,WJG628,113.926541,22.529062
NSSFHN00953,N7PM96,113.9237671,22.52673912
NSSFHN00954,P0VW98,113.9242477,22.52666855
NSSFHN00955,5CP6H1,113.9240112,22.52634239
NSSFHN00956,Y1QY05,113.9237671,22.52673912
NSSFHN00957,FDP894,113.940712,22.55513763
NSSFHN00958,3ZN12V,113.939901,22.531446
NSSFHN00959,Q2Y8V9,113.951156,22.537462
NSSFHN00960,472FWY,113.940525,22.531287
NSSFHN00961,4H00XV,113.941085,22.531627
NSSFHN00962,7J0A9D,113.941271,22.532318
NSSFHN00963,52E8KG,113.9339218,22.54183578
NSSFHN00964,ZVD709,113.9414597,22.53267288
NSSFHN00965,C715TZ,113.939516,22.531956
NSSFHN00966,JFJ530,113.93847,22.531747
NSSFHN00967,R660AT,113.9337387,22.54394341
NSSFHN00968,026YCP,113.9360123,22.54712486
NSSFHN00969,Q9J6S7,113.9359665,22.54932213
NSSFHN00970,2WJD81,113.9484863,22.51719856
NSSFHN00971,214WCK,113.9487991,22.51846504
NSSFHN00972,PX513B,113.94912,22.519221
NSSFHN00973,VQ95G6,113.9491501,22.51961517
NSSFHN00974,85Z6DA,113.973119,22.552855
NSSFHN00975,K157BL,113.9493484,22.52033997
NSSFHN00976,Y8T2L0,113.973188,22.553443
NSSFHN00977,21P8PQ,113.9497375,22.52171326
NSSFHN00978,B9NV86,113.9358292,22.54989624
NSSFHN00979,71NMJ4,113.9500275,22.52271652
NSSFHN00980,R5JN15,113.973477,22.55418
NSSFHN00981,S219RU,113.9501724,22.52313995
NSSFHN00982,5LA0B4,113.9497223,22.52313614
NSSFHN00983,Q1L3R5,113.973496,22.554431
NSSFHN00984,7J74QW,113.9496231,22.52287292
NSSFHN00985,357ZBR,113.973878,22.554167
NSSFHN00986,16Q1HX,113.949379,22.5220356
NSSFHN00987,0A2VJ0,113.974553,22.553923
NSSFHN00988,28AR0E,113.9490585,22.52101326
NSSFHN00989,REN491,113.974816,22.553323
NSSFHN00990,3S40FP,113.974987,22.552657
NSSFHN00991,T5JN04,113.9343338,22.54949951
NSSFHN00992,7A32QN,113.9484711,22.5190258
NSSFHN00993,6Z9HJ1,113.948126,22.517929
NSSFHN00994,1V53HN,113.9480743,22.51754951
NSSFHN00995,16WW3U,113.9478531,22.51662064
NSSFHN00996,YJ53K2,113.9355774,22.54951286
NSSFHN00997,9CQD90,113.9477997,22.51605988
NSSFHN00998,6PB55A,113.976443,22.5539
NSSFHN00999,Z84PZ5,113.9477768,22.51488495
NSSFHN01000,KF4M92,113.97665,22.554681
NSSFHN01001,428AWW,113.9477844,22.51320648
NSSFHN01002,P14U5S,113.935463,22.54859734
NSSFHN01003,B771JV,113.9477844,22.51262474
NSSFHN01004,CLP169,113.97613,22.554688
NSSFHN01005,J9ES74,113.9477463,22.51156425
NSSFHN01006,3VPF32,113.975361,22.554498
NSSFHN01007,47P4YG,113.9472275,22.50925827
NSSFHN01008,6UJ3E0,113.974107,22.554845
NSSFHN01009,Y98BP6,113.9470673,22.50862312
NSSFHN01010,W633DC,113.9468155,22.50728607
NSSFHN01011,494LAF,113.9464722,22.50430489
NSSFHN01012,FGM955,113.9354477,22.54847336
NSSFHN01013,081CSA,113.9464264,22.50333023
NSSFHN01014,27LD9S,113.9464645,22.50226784
NSSFHN01015,8B74QG,113.974933,22.550183
NSSFHN01016,QP08P7,113.9243851,22.53137016
NSSFHN01017,67X9RY,113.9465942,22.50114822
NSSFHN01018,82BW1W,113.974933,22.550183
NSSFHN01020,166CTY,113.975369,22.548542
NSSFHN01021,C119FS,113.9467239,22.50037766
NSSFHN01022,8Y47FG,113.9229889,22.53290939
NSSFHN01023,W185LU,113.9468994,22.49972534
NSSFHN01024,9H5ES8,113.9753494,22.54852676
NSSFHN01025,38VM3V,113.9229889,22.53290939
NSSFHN01026,AFC618,113.9472046,22.49852562
NSSFHN01027,725CJR,113.9229736,22.53264427
NSSFHN01029,GRB249,113.9473801,22.49773788
NSSFHN01030,75YGG0,113.9340363,22.54836845
NSSFHN01031,A57K8N,113.9224396,22.53181648
NSSFHN01032,86TH2W,113.9227219,22.53115082
NSSFHN01033,151SJS,113.9227066,22.53108788
NSSFHN01034,8B69JZ,113.9220963,22.53019714
NSSFHN01035,862JRG,113.9225235,22.5295887
NSSFHN01036,5L45LX,113.9341431,22.54865074
NSSFHN01037,D9M22D,113.958786,22.51503754
NSSFHN01038,US6C63,113.9589539,22.51581764
NSSFHN01039,JM4R19,113.9591293,22.51672935
NSSFHN01040,WJG409,113.9595947,22.51960754
NSSFHN01041,FP2C41,113.9597015,22.52027512
